ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
11741;0.5;-46.0;2.25;0.27;Negativno;Ne
11742;5.4;-72.7;4.47;0.86;Negativno;Ne
11743;1.4;-56.8;6.79;0.18;Negativno;Ne
11744;1.4;-85.4;7.79;0.07;Negativno;Ne
11745;3.7;-74.3;5.57;0.55;Negativno;Ne
11746;4.2;-43.3;7.34;0.31;Negativno;Ne
11747;12.2;-49.9;8.04;0.33;Negativno;Ne
11748;4.4;-56.4;6.56;0.32;Negativno;Ne
11749;1.3;-46.8;5.37;0.2;Negativno;Ne
11750;2.8;-41.7;3.43;0.48;Negativno;Ne
11751;0.8;-52.7;2.78;0.23;Negativno;Ne
11752;6.7;-65.6;4.17;0.55;Negativno;Ne
11753;0.6;-72.1;4.58;0.73;Negativno;Ne
11754;0.4;-54.4;8.59;0.05;Negativno;Ne
11755;1.1;-71.7;6.38;0.64;Negativno;Ne
11756;2.8;-52.5;4.08;0.02;Negativno;Ne
11757;14.3;-45.0;4.79;0.02;Negativno;Ne
11758;13.1;-63.8;7.45;0.66;Negativno;Ne
11759;1.0;-72.9;10.56;0.37;Negativno;Ne
11760;1.0;-64.8;3.7;0.14;Negativno;Ne
11761;3.0;-75.6;6.34;0.66;Negativno;Ne
11762;12.9;-50.2;2.82;0.37;Negativno;Ne
11763;10.3;-32.9;4.93;0.74;Negativno;Ne
11764;4.1;-76.8;5.9;0.54;Negativno;Ne
11765;10.5;-70.4;7.33;0.32;Negativno;Ne
11766;4.9;-71.3;3.08;0.9;Negativno;Ne
11767;8.3;-49.5;6.16;0.8;Negativno;Ne
11768;3.6;-56.2;7.32;0.46;Negativno;Ne
11769;3.2;-65.1;7.29;0.26;Negativno;Ne
11770;1.1;-70.2;5.32;0.23;Negativno;Ne
11771;4.8;-61.8;6.62;0.03;Negativno;Ne
11772;7.2;-45.5;7.64;0.17;Negativno;Ne
11773;0.3;-62.1;5.5;0.52;Negativno;Ne
11774;15.5;-46.8;5.37;0.28;Negativno;Ne
11775;4.2;-64.5;3.83;1.79;Negativno;Ne
11776;3.2;-53.6;5.99;0.07;Negativno;Ne
11777;21.7;-59.8;3.7;0.44;Negativno;Ne
11778;12.7;-46.4;4.76;0.67;Negativno;Ne
11779;8.9;-52.5;7.95;0.09;Negativno;Ne
11780;5.5;-86.9;5.16;0.38;Negativno;Ne
11781;7.3;-57.1;8.15;0.62;Negativno;Ne
11782;6.5;-53.9;5.06;0.03;Negativno;Ne
11783;7.3;-58.5;8.5;1.51;Negativno;Ne
11784;10.8;-63.8;6.83;0.03;Negativno;Ne
11785;1.2;-50.1;7.04;0.39;Negativno;Ne
11786;0.1;-72.0;6.17;0.07;Negativno;Ne
11787;0.0;-58.6;9.95;0.03;Negativno;Ne
11788;6.9;-74.2;6.2;0.29;Negativno;Ne
11789;8.6;-74.3;7.97;0.4;Negativno;Ne
11790;0.4;-70.9;5.3;1.75;Negativno;Ne
11791;3.3;-71.5;7.14;0.91;Negativno;Ne
11792;21.4;-45.7;5.02;0.62;Negativno;Ne
11793;2.5;-59.9;3.27;2.44;Negativno;Ne
11794;1.8;-44.9;6.44;0.23;Negativno;Ne
11795;0.7;-63.6;9.81;0.33;Negativno;Ne
11796;14.6;-71.4;7.19;0.4;Negativno;Ne
11797;0.7;-41.7;10.46;0.1;Negativno;Ne
11798;12.6;-55.4;9.95;0.26;Negativno;Ne
11799;3.2;-72.5;6.47;0.11;Negativno;Ne
11800;5.8;-59.7;5.18;0.73;Negativno;Ne
11801;5.5;-53.2;7.82;0.86;Negativno;Ne
11802;9.7;-55.7;8.14;0.33;Negativno;Ne
11803;3.2;-57.9;8.69;0.39;Negativno;Ne
11804;5.1;-72.5;4.25;0.03;Pozitivno;Ne
11805;5.6;-52.5;9.08;0.35;Negativno;Ne
11806;4.5;-52.2;6.84;0.06;Negativno;Ne
11807;8.2;-62.6;7.67;0.09;Negativno;Ne
11808;13.7;-77.6;7.57;0.73;Negativno;Ne
11809;2.3;-58.7;9.54;0.11;Negativno;Ne
11810;0.6;-53.5;6.06;0.17;Negativno;Ne
11811;0.6;-37.5;6.85;0.09;Negativno;Ne
11812;1.5;-72.8;7.27;0.77;Negativno;Ne
11813;3.8;-64.3;6.08;0.14;Negativno;Ne
11814;9.4;-74.5;5.02;0.43;Negativno;Ne
11815;0.9;-64.1;10.05;1.54;Negativno;Ne
11816;2.2;-47.1;3.13;1.5;Negativno;Ne
11817;3.3;-58.1;7.53;0.34;Negativno;Ne
11818;9.8;-59.1;4.77;0.02;Negativno;Ne
11819;18.8;-81.7;7.13;0.44;Negativno;Ne
11820;3.3;-57.8;7.68;1.25;Negativno;Ne
11821;3.9;-57.6;6.5;0.44;Negativno;Ne
11822;0.1;-78.9;4.8;1.9;Negativno;Ne
11823;1.2;-68.7;6.33;1.93;Negativno;Ne
11824;11.2;-58.5;5.56;0.32;Negativno;Ne
11825;3.0;-65.9;11.63;0.32;Negativno;Ne
11826;3.2;-60.2;8.04;0.06;Negativno;Ne
11827;13.8;-60.4;6.35;0.84;Negativno;Ne
11828;12.6;-60.3;5.26;0.02;Negativno;Ne
11829;3.9;-55.6;5.03;0.71;Negativno;Ne
11830;0.7;-66.8;8.19;0.01;Negativno;Ne
11831;2.2;-55.5;9.58;0.41;Negativno;Ne
11832;10.5;-57.1;6.85;0.13;Negativno;Ne
11833;6.7;-67.2;1.15;0.42;Negativno;Ne
11834;1.0;-56.2;6.48;0.91;Negativno;Ne
11835;2.0;-47.3;8.42;2.36;Negativno;Ne
11836;1.2;-68.8;5.58;0.72;Negativno;Ne
11837;1.8;-39.3;7.81;0.03;Negativno;Ne
11838;15.8;-56.4;9.64;0.14;Negativno;Ne
11839;4.6;-39.1;3.98;0.44;Negativno;Ne
11840;3.8;-70.4;7.78;0.14;Negativno;Ne
11841;7.0;-60.8;6.36;0.31;Negativno;Ne
11842;11.2;-59.6;6.71;0.32;Negativno;Ne
11843;5.4;-59.0;7.07;0.11;Negativno;Ne
11844;1.7;-59.8;8.96;0.16;Negativno;Ne
11845;2.9;-78.0;6.49;0.02;Negativno;Ne
11846;2.3;-75.2;7.96;0.41;Negativno;Ne
11847;0.4;-48.8;4.25;0.08;Negativno;Ne
11848;15.4;-65.8;7.03;0.42;Negativno;Ne
11849;9.1;-56.3;8.14;0.23;Negativno;Ne
11850;1.4;-56.1;5.81;0.15;Negativno;Ne
11851;3.6;-61.4;5.74;0.11;Negativno;Ne
11852;5.4;-58.6;5.93;0.01;Negativno;Ne
11853;3.4;-60.2;6.42;0.5;Negativno;Ne
11854;11.6;-53.4;6.96;0.28;Negativno;Ne
11855;3.7;-47.6;7.64;1.15;Negativno;Ne
11856;1.2;-39.3;4.95;0.13;Negativno;Ne
11857;0.7;-56.4;8.94;0.96;Negativno;Ne
11858;16.9;-63.8;7.54;0.21;Negativno;Ne
11859;1.7;-51.2;7.22;1.14;Negativno;Ne
11860;1.6;-60.5;8.03;1.49;Negativno;Ne
11861;6.9;-48.8;6.88;0.01;Negativno;Ne
11862;0.6;-80.4;7.48;0.31;Negativno;Ne
11863;3.6;-72.9;6.61;2.91;Negativno;Ne
11864;1.4;-69.6;4.49;0.4;Negativno;Ne
11865;8.2;-72.8;3.11;2.02;Negativno;Ne
11866;7.3;-54.4;6.33;0.03;Negativno;Ne
11867;10.8;-67.8;8.91;0.41;Negativno;Ne
11868;3.6;-49.0;5.89;0.11;Negativno;Ne
11869;18.9;-38.7;4.94;2.66;Negativno;Ne
11870;3.3;-40.7;9.63;0.56;Negativno;Ne
11871;9.9;-70.0;7.27;0.29;Negativno;Ne
11872;6.2;-59.0;5.44;0.36;Negativno;Ne
11873;0.8;-43.2;3.35;0.11;Negativno;Ne
11874;9.5;-55.2;5.8;0.5;Negativno;Ne
11875;1.1;-52.8;5.0;2.19;Negativno;Ne
11876;6.0;-50.9;7.84;0.33;Negativno;Ne
11877;0.9;-64.2;8.16;0.59;Negativno;Ne
11878;27.0;-61.0;6.94;1.32;Negativno;Ne
11879;8.1;-70.0;7.4;0.78;Negativno;Ne
11880;0.8;-40.8;5.89;0.68;Negativno;Ne
11881;19.3;-67.1;7.36;1.01;Negativno;Ne
11882;0.3;-64.8;7.29;0.02;Negativno;Ne
11883;6.2;-71.6;10.95;0.33;Negativno;Ne
11884;14.2;-50.7;5.49;0.05;Negativno;Ne
11885;4.4;-61.6;5.13;0.41;Negativno;Ne
11886;9.2;-72.1;6.21;0.35;Negativno;Ne
11887;7.5;-51.0;5.18;0.45;Negativno;Ne
11888;0.7;-63.8;11.07;0.11;Negativno;Ne
11889;11.8;-45.7;11.14;0.35;Negativno;Ne
11890;5.9;-58.7;4.58;0.41;Negativno;Ne
11891;0.7;-74.4;8.0;0.02;Negativno;Ne
11892;0.6;-56.1;7.03;1.48;Negativno;Ne
11893;1.3;-55.0;5.61;0.26;Negativno;Ne
11894;4.5;-51.8;4.79;0.46;Negativno;Ne
11895;0.6;-71.3;5.89;0.1;Negativno;Ne
11896;12.6;-56.7;4.81;0.11;Negativno;Ne
11897;7.0;-63.7;7.68;0.57;Negativno;Ne
11898;1.6;-66.0;5.85;0.71;Negativno;Ne
11899;0.2;-46.3;7.16;0.0;Negativno;Ne
11900;10.0;-62.7;8.83;2.09;Negativno;Ne
11901;1.0;-69.9;4.48;0.21;Negativno;Ne
11902;2.4;-57.4;8.27;0.05;Negativno;Ne
11903;6.4;-83.3;7.36;0.02;Negativno;Ne
11904;0.3;-48.7;9.89;2.26;Negativno;Ne
11905;1.6;-58.3;10.33;0.02;Negativno;Ne
11906;12.6;-67.5;5.14;0.33;Negativno;Ne
11907;0.2;-38.3;8.67;2.42;Negativno;Ne
11908;4.2;-62.6;6.59;0.11;Negativno;Ne
11909;0.9;-54.4;4.32;0.44;Negativno;Ne
11910;1.3;-48.0;6.01;0.71;Negativno;Ne
11911;5.6;-62.9;6.29;0.03;Negativno;Ne
11912;2.4;-62.7;9.27;0.3;Negativno;Ne
11913;6.3;-38.6;8.21;0.5;Negativno;Ne
11914;8.4;-49.0;5.48;0.03;Negativno;Ne
11915;3.2;-64.8;9.93;0.97;Negativno;Ne
11916;0.8;-57.6;7.75;0.06;Negativno;Ne
11917;6.9;-53.3;7.35;0.05;Negativno;Ne
11918;4.1;-56.9;6.58;0.08;Negativno;Ne
11919;4.5;-60.9;6.16;0.79;Negativno;Ne
11920;0.7;-81.4;4.04;0.34;Negativno;Ne
11921;1.5;-68.4;5.48;0.5;Negativno;Ne
11922;2.7;-57.0;9.12;1.19;Negativno;Ne
11923;15.8;-71.5;5.6;0.63;Negativno;Ne
11924;0.5;-48.3;8.69;0.73;Negativno;Ne
11925;1.5;-72.8;6.59;0.92;Negativno;Ne
11926;13.3;-56.0;6.2;0.73;Negativno;Ne
11927;12.2;-52.9;5.07;0.94;Negativno;Ne
11928;3.5;-47.7;7.44;0.08;Negativno;Ne
11929;1.6;-35.8;6.76;0.02;Negativno;Ne
11930;8.3;-63.1;7.57;0.19;Negativno;Ne
11931;20.2;-51.4;9.41;0.06;Negativno;Ne
11932;22.0;-58.7;8.3;0.15;Negativno;Ne
11933;11.1;-60.5;5.9;0.57;Negativno;Ne
11934;4.5;-67.1;6.08;0.19;Negativno;Ne
11935;0.2;-67.2;13.14;0.16;Negativno;Ne
11936;0.6;-38.3;9.08;0.2;Negativno;Ne
11937;8.2;-77.4;7.16;0.23;Negativno;Ne
11938;3.8;-69.7;9.25;0.31;Negativno;Ne
11939;3.7;-61.8;5.03;0.36;Negativno;Ne
11940;17.7;-59.4;8.69;0.42;Negativno;Ne
11941;7.5;-56.9;8.17;1.31;Negativno;Ne
11942;14.5;-51.9;6.82;0.89;Negativno;Ne
11943;1.3;-47.1;5.53;0.53;Negativno;Ne
11944;9.5;-58.5;9.89;1.19;Negativno;Ne
11945;2.0;-49.7;6.2;0.69;Negativno;Ne
11946;7.7;-75.6;7.6;0.09;Negativno;Ne
11947;7.0;-70.9;8.14;0.28;Negativno;Ne
11948;8.1;-59.8;9.14;0.28;Negativno;Ne
11949;0.0;-56.5;9.22;0.87;Negativno;Ne
11950;3.3;-48.8;5.89;0.64;Negativno;Ne
11951;9.8;-69.4;5.2;0.06;Negativno;Ne
11952;4.1;-59.4;6.55;0.18;Negativno;Ne
11953;2.2;-61.4;9.33;0.03;Negativno;Ne
11954;7.0;-45.0;7.29;0.89;Negativno;Ne
11955;0.0;-58.1;5.96;0.17;Pozitivno;Ne
11956;1.0;-70.0;8.43;1.68;Negativno;Ne
11957;0.3;-48.8;4.78;0.75;Negativno;Ne
11958;3.1;-50.5;8.18;0.59;Negativno;Ne
11959;7.1;-48.6;8.81;0.3;Negativno;Ne
11960;3.1;-49.6;9.08;0.34;Negativno;Ne
11961;11.7;-60.6;8.86;0.67;Negativno;Ne
11962;0.9;-55.8;5.2;0.51;Negativno;Ne
11963;0.1;-54.1;6.94;0.2;Negativno;Ne
11964;16.2;-49.9;7.95;1.36;Negativno;Ne
11965;0.3;-56.7;5.71;0.45;Negativno;Ne
11966;1.6;-63.6;10.16;0.08;Negativno;Ne
11967;3.4;-50.3;6.81;0.36;Negativno;Ne
11968;6.2;-55.4;3.52;0.75;Negativno;Ne
11969;4.3;-68.9;6.01;0.78;Negativno;Ne
11970;0.1;-79.2;5.82;1.25;Negativno;Ne
11971;15.9;-51.0;9.61;0.95;Negativno;Ne
11972;2.0;-73.2;8.67;0.72;Negativno;Ne
11973;1.3;-73.6;8.8;1.15;Negativno;Ne
11974;8.5;-72.2;4.01;0.2;Negativno;Ne
11975;2.0;-51.0;10.92;0.05;Negativno;Ne
11976;1.3;-50.5;6.81;0.19;Negativno;Ne
11977;8.6;-55.7;9.3;0.17;Negativno;Ne
11978;2.0;-71.5;7.86;0.26;Negativno;Ne
11979;0.4;-71.9;6.77;0.16;Negativno;Ne
11980;10.8;-51.5;8.05;0.41;Negativno;Ne
11981;2.2;-50.6;8.6;0.84;Negativno;Ne
11982;6.4;-51.5;6.07;0.48;Negativno;Ne
11983;2.2;-71.7;9.9;0.07;Negativno;Ne
11984;12.5;-58.2;4.8;1.15;Negativno;Ne
11985;2.9;-72.5;6.97;0.72;Negativno;Ne
11986;2.7;-65.9;7.57;1.66;Negativno;Ne
11987;3.9;-66.4;6.25;0.02;Negativno;Ne
11988;1.0;-72.1;3.78;0.02;Negativno;Ne
11989;3.8;-68.6;2.52;0.44;Negativno;Ne
11990;7.4;-51.6;6.05;0.42;Negativno;Ne
11991;2.6;-76.3;4.86;0.69;Negativno;Ne
11992;2.4;-67.5;11.08;0.2;Negativno;Ne
11993;2.7;-46.4;7.04;0.34;Negativno;Ne
11994;6.6;-68.5;4.87;0.97;Negativno;Ne
11995;0.5;-54.9;5.05;0.42;Negativno;Ne
11996;5.0;-58.8;8.4;1.11;Negativno;Ne
11997;0.1;-49.6;7.56;0.88;Negativno;Ne
11998;7.9;-77.9;4.8;0.75;Negativno;Ne
11999;4.9;-70.8;9.93;0.3;Negativno;Ne
12000;1.0;-43.2;6.21;0.1;Negativno;Ne
12001;0.5;-53.9;3.81;0.51;Negativno;Ne
12002;0.2;-59.5;6.9;0.29;Negativno;Ne
12003;7.9;-58.2;7.02;0.07;Negativno;Ne
12004;4.5;-64.8;5.61;1.65;Negativno;Ne
12005;0.4;-61.8;8.25;1.53;Negativno;Ne
12006;3.3;-55.2;6.1;0.99;Negativno;Ne
12007;3.1;-61.3;3.31;1.23;Negativno;Ne
12008;2.2;-65.3;10.82;0.03;Negativno;Ne
12009;0.3;-64.1;7.14;0.46;Negativno;Ne
12010;1.0;-55.0;9.47;0.27;Negativno;Ne
12011;14.2;-60.8;7.23;0.36;Negativno;Ne
12012;6.1;-46.6;6.52;0.52;Negativno;Ne
12013;0.3;-59.7;6.49;0.44;Negativno;Ne
12014;4.6;-73.8;6.53;0.64;Negativno;Ne
12015;2.6;-62.8;3.72;0.39;Negativno;Ne
12016;1.7;-53.7;5.51;0.16;Negativno;Ne
12017;13.7;-48.2;6.16;0.29;Negativno;Ne
12018;2.3;-65.2;4.45;0.55;Negativno;Ne
12019;0.1;-72.7;6.75;0.04;Negativno;Ne
12020;12.6;-73.5;11.76;0.28;Negativno;Ne
12021;0.3;-54.6;6.55;0.89;Negativno;Ne
12022;10.5;-72.7;5.17;0.17;Negativno;Ne
12023;7.6;-50.9;4.75;0.29;Negativno;Ne
12024;1.0;-72.8;10.06;0.12;Negativno;Ne
12025;1.3;-55.7;8.45;0.0;Negativno;Ne
12026;3.2;-67.1;7.53;0.15;Negativno;Ne
12027;2.0;-57.4;4.05;0.5;Negativno;Ne
12028;1.2;-55.7;4.64;1.15;Negativno;Ne
12029;3.9;-67.8;5.76;0.41;Negativno;Ne
12030;4.6;-60.1;9.87;0.34;Negativno;Ne
12031;8.7;-48.7;6.6;0.56;Negativno;Ne
12032;13.7;-93.0;4.5;0.54;Negativno;Ne
12033;2.7;-54.2;5.35;0.2;Negativno;Ne
12034;1.7;-75.3;8.02;0.23;Negativno;Ne
12035;0.0;-61.3;9.37;0.29;Negativno;Ne
12036;3.5;-50.2;11.46;2.14;Negativno;Ne
12037;9.3;-67.0;5.93;2.74;Negativno;Ne
12038;16.5;-40.5;4.2;0.11;Negativno;Ne
12039;1.1;-51.3;5.63;0.49;Negativno;Ne
12040;0.8;-34.4;6.4;0.19;Negativno;Ne
12041;2.3;-46.7;5.75;0.24;Negativno;Ne
12042;0.1;-70.1;5.46;0.05;Negativno;Ne
12043;5.7;-65.4;5.59;0.79;Negativno;Ne
12044;6.4;-70.6;9.02;0.79;Negativno;Ne
12045;0.5;-46.8;8.55;1.08;Negativno;Ne
12046;4.1;-58.9;8.07;1.22;Negativno;Ne
12047;5.2;-60.7;7.48;0.49;Negativno;Ne
12048;13.6;-75.6;6.72;0.13;Negativno;Ne
12049;12.1;-56.6;4.93;1.1;Negativno;Ne
12050;6.5;-58.4;12.76;0.71;Negativno;Ne
12051;5.9;-72.6;7.79;0.47;Negativno;Ne
12052;17.9;-60.3;7.7;0.08;Negativno;Ne
12053;10.5;-72.1;7.13;0.04;Negativno;Ne
12054;2.3;-61.4;7.8;0.56;Negativno;Ne
12055;0.2;-71.6;9.34;0.35;Negativno;Ne
12056;2.4;-55.5;7.22;0.1;Negativno;Ne
12057;7.1;-65.8;7.3;0.67;Negativno;Ne
12058;12.2;-46.5;6.08;0.7;Negativno;Ne
12059;2.5;-76.7;8.31;1.1;Negativno;Ne
12060;11.2;-66.0;7.71;0.45;Negativno;Ne
12061;3.6;-59.0;3.35;0.03;Negativno;Ne
12062;8.6;-57.1;7.44;0.21;Negativno;Ne
12063;5.2;-53.8;6.18;1.43;Negativno;Ne
12064;1.0;-82.9;6.06;0.02;Negativno;Ne
12065;2.9;-53.3;4.48;0.49;Negativno;Ne
12066;3.6;-68.9;7.86;0.56;Negativno;Ne
12067;8.5;-72.3;7.29;0.08;Negativno;Ne
12068;0.4;-74.1;7.22;1.46;Negativno;Ne
12069;10.2;-28.8;8.77;1.08;Negativno;Ne
12070;3.4;-65.0;6.3;0.18;Negativno;Ne
12071;2.7;-60.1;10.23;0.11;Negativno;Ne
12072;2.0;-60.5;7.8;0.09;Negativno;Ne
12073;0.1;-45.6;8.96;0.82;Negativno;Ne
12074;9.1;-72.1;7.13;0.27;Negativno;Ne
12075;3.7;-56.1;6.78;0.02;Negativno;Ne
12076;1.7;-58.7;4.03;0.21;Negativno;Ne
12077;0.9;-68.3;6.3;0.1;Negativno;Ne
12078;1.5;-64.1;6.47;0.65;Negativno;Ne
12079;5.9;-47.8;6.57;0.08;Negativno;Ne
12080;6.9;-52.7;9.85;2.2;Negativno;Ne
12081;0.5;-51.3;7.73;0.22;Negativno;Ne
12082;9.6;-60.9;8.56;0.74;Negativno;Ne
12083;4.1;-71.4;6.4;0.39;Negativno;Ne
12084;1.3;-48.7;8.98;0.57;Negativno;Ne
12085;14.0;-74.8;8.32;0.42;Negativno;Ne
12086;8.7;-51.8;5.11;0.07;Negativno;Ne
12087;9.7;-48.8;6.86;1.09;Negativno;Ne
12088;4.4;-62.2;8.55;0.17;Negativno;Ne
12089;1.9;-39.9;5.84;0.39;Negativno;Ne
12090;6.1;-63.1;4.12;0.35;Negativno;Ne
12091;3.4;-65.1;6.96;0.13;Negativno;Ne
12092;0.7;-64.7;9.54;0.09;Negativno;Ne
12093;4.1;-53.2;7.24;0.8;Negativno;Ne
12094;0.8;-66.1;6.35;0.01;Negativno;Ne
12095;1.8;-65.5;4.72;0.3;Negativno;Ne
12096;6.6;-67.2;9.22;1.25;Negativno;Ne
12097;7.4;-56.3;6.36;0.9;Negativno;Ne
12098;1.6;-57.5;9.08;0.02;Negativno;Ne
12099;7.1;-69.2;4.98;0.27;Negativno;Ne
12100;6.8;-74.1;4.02;0.56;Negativno;Ne
12101;12.7;-65.8;8.02;0.36;Negativno;Ne
12102;1.5;-62.2;3.31;0.68;Negativno;Ne
12103;2.1;-61.0;10.09;0.2;Negativno;Ne
12104;6.8;-58.0;7.09;0.48;Negativno;Ne
12105;3.4;-75.2;3.78;0.28;Negativno;Ne
12106;9.5;-71.7;7.69;1.24;Negativno;Ne
12107;2.1;-81.4;9.4;0.44;Negativno;Ne
12108;17.1;-49.9;5.96;2.55;Negativno;Ne
12109;2.3;-64.8;13.5;0.06;Negativno;Ne
12110;1.4;-56.1;8.54;0.03;Negativno;Ne
12111;0.1;-64.9;5.83;0.01;Negativno;Ne
12112;1.6;-65.2;8.89;0.12;Negativno;Ne
12113;0.8;-51.9;8.41;0.69;Negativno;Ne
12114;4.6;-60.3;7.18;0.08;Negativno;Ne
12115;8.1;-55.7;9.91;0.18;Negativno;Ne
12116;4.8;-61.5;10.02;1.16;Negativno;Ne
12117;7.4;-60.5;6.81;0.12;Negativno;Ne
12118;9.2;-64.0;5.2;0.34;Negativno;Ne
12119;13.1;-53.7;7.07;0.3;Negativno;Ne
12120;6.9;-65.9;8.39;0.01;Negativno;Ne
12121;13.3;-49.2;8.27;0.19;Negativno;Ne
12122;1.4;-71.8;4.72;0.78;Negativno;Ne
12123;1.3;-73.9;7.58;0.06;Negativno;Ne
12124;0.9;-55.2;7.79;0.13;Negativno;Ne
12125;2.3;-64.3;9.52;2.39;Negativno;Ne
12126;0.2;-81.4;7.5;0.26;Negativno;Ne
12127;0.9;-54.2;5.67;0.03;Negativno;Ne
12128;2.0;-49.4;7.8;0.02;Negativno;Ne
12129;1.8;-58.3;5.72;0.31;Negativno;Ne
12130;1.1;-68.8;7.14;1.45;Negativno;Ne
12131;6.0;-67.6;7.97;0.16;Negativno;Ne
12132;1.3;-48.0;5.18;0.28;Negativno;Ne
12133;0.4;-68.2;5.33;0.09;Negativno;Ne
12134;4.3;-61.6;9.75;0.15;Negativno;Ne
12135;2.4;-66.6;6.77;1.8;Negativno;Ne
12136;0.2;-60.3;10.49;0.25;Negativno;Ne
12137;2.1;-58.0;9.44;0.2;Negativno;Ne
12138;2.1;-70.6;4.39;0.22;Negativno;Ne
12139;4.8;-53.4;6.71;0.13;Negativno;Ne
12140;0.9;-45.0;7.34;0.09;Negativno;Ne
12141;1.2;-67.4;6.1;1.07;Negativno;Ne
12142;4.5;-58.5;6.4;0.04;Negativno;Ne
12143;0.6;-51.2;5.83;0.16;Negativno;Ne
12144;0.1;-47.9;5.92;0.1;Negativno;Ne
12145;16.8;-48.7;4.26;1.64;Negativno;Ne
12146;6.4;-69.7;6.47;0.08;Negativno;Ne
12147;7.3;-69.3;5.97;0.29;Negativno;Ne
12148;1.3;-31.7;4.09;1.37;Negativno;Ne
12149;10.3;-54.2;7.4;0.38;Negativno;Ne
12150;7.5;-35.9;7.25;0.37;Negativno;Ne
12151;3.0;-69.4;6.14;0.19;Negativno;Ne
12152;2.2;-60.6;8.64;0.27;Negativno;Ne
12153;5.3;-64.0;6.94;0.05;Negativno;Ne
12154;4.5;-52.4;9.32;0.18;Negativno;Ne
12155;0.3;-61.4;5.91;0.28;Negativno;Ne
12156;8.9;-57.7;5.0;0.35;Negativno;Ne
12157;0.9;-64.2;8.35;0.0;Negativno;Ne
12158;1.6;-59.7;5.6;0.4;Negativno;Ne
12159;7.4;-52.8;7.24;0.14;Negativno;Ne
12160;17.7;-50.0;7.17;0.08;Negativno;Ne
12161;7.9;-48.0;6.96;0.02;Negativno;Ne
12162;0.9;-50.6;8.26;0.24;Negativno;Ne
12163;0.6;-55.8;2.85;0.23;Negativno;Ne
12164;4.2;-62.5;7.24;0.45;Negativno;Ne
12165;7.8;-60.9;5.11;0.36;Negativno;Ne
12166;8.7;-55.5;7.27;1.11;Negativno;Ne
12167;4.7;-37.8;7.65;0.31;Negativno;Ne
12168;7.2;-58.1;8.91;0.07;Negativno;Ne
12169;8.8;-56.3;5.04;0.26;Negativno;Ne
12170;6.1;-67.6;7.3;0.14;Negativno;Ne
12171;3.9;-57.0;9.16;0.31;Negativno;Ne
12172;0.2;-47.2;7.39;0.0;Negativno;Ne
12173;2.0;-57.2;8.91;0.51;Negativno;Ne
12174;6.4;-64.5;8.1;0.97;Negativno;Ne
12175;8.4;-57.0;7.25;0.08;Negativno;Ne
12176;5.9;-61.5;3.89;0.38;Negativno;Ne
12177;13.9;-57.0;5.27;0.47;Negativno;Ne
12178;14.3;-62.7;6.33;0.34;Negativno;Ne
12179;3.2;-60.3;9.13;0.58;Negativno;Ne
12180;8.7;-60.0;9.82;0.44;Negativno;Ne
12181;0.9;-42.5;9.81;0.64;Negativno;Ne
12182;0.4;-66.8;7.41;0.05;Negativno;Ne
12183;4.7;-65.3;6.76;1.22;Negativno;Ne
12184;0.5;-59.9;4.83;0.18;Negativno;Ne
12185;0.5;-39.5;5.46;0.09;Negativno;Ne
12186;4.8;-62.2;5.99;0.04;Negativno;Ne
12187;0.5;-62.1;8.73;1.06;Negativno;Ne
12188;2.5;-60.5;8.16;0.14;Negativno;Ne
12189;5.5;-65.5;10.28;0.65;Negativno;Ne
12190;2.2;-60.3;7.01;0.92;Negativno;Ne
12191;2.1;-64.4;10.08;0.71;Negativno;Ne
12192;2.2;-79.0;5.5;0.69;Negativno;Ne
12193;4.0;-44.5;7.45;0.06;Negativno;Ne
12194;1.3;-60.4;7.99;0.21;Negativno;Ne
12195;0.7;-56.1;3.77;0.48;Negativno;Ne
12196;5.1;-57.7;4.85;0.6;Negativno;Ne
12197;19.5;-47.4;9.91;0.16;Negativno;Ne
12198;3.2;-57.9;6.08;0.06;Negativno;Ne
12199;3.2;-62.8;6.44;1.39;Negativno;Ne
12200;3.7;-63.7;3.14;2.04;Negativno;Ne
12201;13.2;-71.4;8.88;0.19;Negativno;Ne
12202;1.4;-58.3;3.71;0.51;Negativno;Ne
12203;5.4;-46.8;6.8;1.39;Negativno;Ne
12204;1.1;-75.4;3.75;0.37;Negativno;Ne
12205;3.8;-51.5;4.73;0.16;Negativno;Ne
12206;2.2;-75.8;8.35;0.12;Negativno;Ne
12207;3.1;-53.3;4.24;0.48;Negativno;Ne
12208;18.8;-53.4;7.49;0.37;Negativno;Ne
12209;12.4;-66.6;7.69;0.17;Negativno;Ne
12210;1.3;-46.3;7.45;0.52;Negativno;Ne
12211;5.6;-44.3;8.19;0.35;Negativno;Ne
12212;1.4;-83.9;5.95;0.11;Negativno;Ne
12213;13.7;-46.5;4.54;0.26;Negativno;Ne
12214;1.0;-66.2;9.54;0.23;Negativno;Ne
12215;0.3;-48.9;4.98;0.34;Negativno;Ne
12216;7.8;-48.8;6.72;0.98;Negativno;Ne
12217;0.1;-48.3;8.68;0.22;Negativno;Ne
12218;3.8;-66.2;5.12;0.53;Negativno;Ne
12219;1.2;-62.4;7.2;0.13;Negativno;Ne
12220;3.8;-61.7;7.04;0.31;Negativno;Ne
